ID,Date,Walla Walla Union Bulletin,Tri-City Herald,The Entertainer,Tumbleweird,Radio,Poster,"Social Media (Facebook, Twitter, Instagram)",Email,Word of Mouth,Gesa Power House Theatre website (www.phtww.org),Other,What is your age group?,What is your annual household income?,"What was your overall impression of this event (quality, lighting, sound, value)?","Please share any other suggestions or ideas that would help us enhance your experience at Gesa Power House Theatre. If you would like someone to respond to your feedback, please include your contact information. Thank you!"
442662913,10/18/2023 10:57 PM,No,No,No,No,No,No,No,No,No,Yes,No,56-65,"$200,001 or above","Excellent sounds, lighting, and seating.  Overall an excellent value and a great experience.",
442853381,10/19/2023 12:31 PM,No,No,No,No,No,No,No,Yes,No,No,No,56-65,"$100,001 - $200,000",Excellent. Love programming about women adventurers!,
